Time	f(sum(transaction_count)/number(86400)) – Bitcoin
25.08.2023	4.9212037037037035
26.08.2023	5.758252314814815
27.08.2023	4.7869675925925925
28.08.2023	3.8350115740740742
29.08.2023	5.790520833333333
30.08.2023	4.722233796296297
31.08.2023	5.062905092592593
01.09.2023	4.85587962962963
02.09.2023	6.247083333333333
03.09.2023	7.236770833333333
04.09.2023	6.634212962962963
05.09.2023	5.348298611111111
06.09.2023	5.61755787037037
07.09.2023	6.226145833333334
08.09.2023	4.800914351851852
09.09.2023	6.914456018518519
10.09.2023	6.462905092592592
11.09.2023	5.314027777777778
12.09.2023	5.351018518518519
13.09.2023	5.931087962962963
14.09.2023	6.669155092592592
15.09.2023	8.144583333333333
16.09.2023	6.8650925925925925
17.09.2023	7.074305555555555
18.09.2023	7.35931712962963
19.09.2023	5.716284722222222
20.09.2023	6.386377314814815
21.09.2023	4.994675925925926
22.09.2023	5.112025462962963
23.09.2023	7.287233796296296
24.09.2023	5.106261574074074
25.09.2023	3.3072916666666665
26.09.2023	3.5855208333333333
27.09.2023	3.9035300925925926
28.09.2023	4.386284722222222
29.09.2023	3.82255787037037
30.09.2023	3.1883564814814815
01.10.2023	3.709675925925926
02.10.2023	3.984525462962963
03.10.2023	3.595648148148148
04.10.2023	3.326736111111111
05.10.2023	3.6957175925925925
06.10.2023	3.4565972222222223
07.10.2023	2.830636574074074
08.10.2023	2.8060185185185187
09.10.2023	3.282962962962963
10.10.2023	3.2993055555555557
11.10.2023	3.0625
12.10.2023	3.0913194444444443
13.10.2023	3.235162037037037
14.10.2023	3.069675925925926
15.10.2023	2.915775462962963
16.10.2023	3.469699074074074
17.10.2023	3.4057523148148148
18.10.2023	3.1405671296296296
19.10.2023	3.2639699074074073
20.10.2023	3.4246296296296297
21.10.2023	3.1321875
22.10.2023	2.9219560185185185
23.10.2023	3.492824074074074
24.10.2023	4.327013888888889
25.10.2023	5.515613425925926
26.10.2023	4.991388888888889
27.10.2023	5.240925925925926
28.10.2023	6.532210648148149
29.10.2023	4.748726851851852
30.10.2023	5.361134259259259
31.10.2023	5.020266203703704
01.11.2023	5.36625
02.11.2023	4.670613425925926
03.11.2023	5.235578703703704
04.11.2023	8.08931712962963
05.11.2023	7.79369212962963
06.11.2023	5.084710648148148
07.11.2023	5.212627314814815
08.11.2023	6.750011574074074
09.11.2023	6.637337962962963
10.11.2023	6.062858796296296
11.11.2023	7.263067129629629
12.11.2023	8.140358796296296
13.11.2023	4.959571759259259
14.11.2023	6.058125
15.11.2023	6.503958333333333
16.11.2023	7.273449074074074
17.11.2023	6.211157407407407
18.11.2023	7.283171296296296
19.11.2023	8.224293981481482
20.11.2023	7.415162037037037
21.11.2023	6.048530092592593
22.11.2023	6.201724537037037
23.11.2023	6.802152777777778
24.11.2023	7.221041666666666
25.11.2023	7.143912037037037
26.11.2023	6.695416666666667
27.11.2023	5.549618055555555
28.11.2023	5.181273148148148
29.11.2023	4.173472222222222
30.11.2023	4.767152777777778
01.12.2023	5.7461574074074075
02.12.2023	4.969467592592593
03.12.2023	8.19300925925926
04.12.2023	6.601793981481482
05.12.2023	5.960208333333333
06.12.2023	5.414293981481482
07.12.2023	4.3061342592592595
08.12.2023	4.762222222222222
09.12.2023	6.798587962962963
10.12.2023	6.205729166666667
11.12.2023	6.082013888888889
12.12.2023	6.286597222222222
13.12.2023	6.80462962962963
14.12.2023	6.6086226851851855
15.12.2023	7.322175925925926
16.12.2023	7.385925925925926
17.12.2023	7.138981481481482
18.12.2023	7.418240740740741
19.12.2023	7.6722222222222225
20.12.2023	6.741967592592593
21.12.2023	6.807141203703703
22.12.2023	7.23994212962963
23.12.2023	7.0425810185185185
24.12.2023	8.373368055555556
25.12.2023	6.2007060185185185
26.12.2023	6.408483796296296
27.12.2023	6.314305555555555
28.12.2023	4.8284722222222225
29.12.2023	6.729733796296296
30.12.2023	6.178506944444444
31.12.2023	8.464710648148149
01.01.2024	7.61287037037037
02.01.2024	4.251377314814815
03.01.2024	5.818854166666667
04.01.2024	5.585150462962963
05.01.2024	4.871342592592592
06.01.2024	4.422916666666667
07.01.2024	4.03574074074074
08.01.2024	4.795821759259259
09.01.2024	5.417685185185185
10.01.2024	4.441828703703703
11.01.2024	5.197627314814815
12.01.2024	4.350370370370371
13.01.2024	7.551886574074074
14.01.2024	6.849606481481482
15.01.2024	4.727997685185185
16.01.2024	5.441226851851852
17.01.2024	5.2015625
18.01.2024	5.602048611111111
19.01.2024	5.3329050925925925
20.01.2024	6.520034722222222
21.01.2024	6.946782407407407
22.01.2024	5.2965277777777775
23.01.2024	4.264606481481482
24.01.2024	4.311331018518518
25.01.2024	3.937361111111111
26.01.2024	5.708541666666667
27.01.2024	6.914884259259259
28.01.2024	7.3671643518518515
29.01.2024	6.657442129629629
30.01.2024	6.059131944444444
31.01.2024	5.144097222222222
01.02.2024	4.783240740740741
02.02.2024	4.97375
03.02.2024	5.966886574074074
04.02.2024	3.8913310185185184
05.02.2024	3.2578935185185185
06.02.2024	3.2186689814814815
07.02.2024	4.948356481481482
08.02.2024	3.2997800925925924
09.02.2024	3.866712962962963
10.02.2024	4.620972222222222
11.02.2024	3.818726851851852
12.02.2024	4.744340277777778
13.02.2024	3.6247453703703703
14.02.2024	3.434224537037037
15.02.2024	3.510486111111111
16.02.2024	3.620162037037037
17.02.2024	3.792974537037037
18.02.2024	3.974733796296296
19.02.2024	4.237361111111111
20.02.2024	4.596018518518519
21.02.2024	4.28181712962963
22.02.2024	4.225578703703704
23.02.2024	4.736157407407408
24.02.2024	3.9400347222222223
25.02.2024	4.847233796296297
26.02.2024	4.1225
27.02.2024	4.486087962962963
28.02.2024	4.789351851851852
29.02.2024	4.7116898148148145
01.03.2024	4.852824074074074
02.03.2024	3.927210648148148
03.03.2024	4.461192129629629
04.03.2024	4.181226851851852
05.03.2024	4.911423611111111
06.03.2024	4.420532407407407
07.03.2024	5.050277777777778
08.03.2024	4.941296296296296
09.03.2024	4.155428240740741
10.03.2024	4.261527777777777
11.03.2024	4.561319444444444
12.03.2024	3.9567939814814816
13.03.2024	4.51525462962963
14.03.2024	3.8160416666666666
15.03.2024	3.5637037037037036
16.03.2024	4.117592592592593
17.03.2024	4.237372685185186
18.03.2024	4.817939814814815
19.03.2024	5.369814814814815
20.03.2024	4.184201388888889
21.03.2024	3.792152777777778
22.03.2024	3.9297800925925928
23.03.2024	3.7802083333333334
24.03.2024	3.8371180555555555
25.03.2024	3.669722222222222
26.03.2024	3.6775694444444444
27.03.2024	4.119236111111111
28.03.2024	4.961458333333334
29.03.2024	5.201631944444444
30.03.2024	5.672129629629629
31.03.2024	3.6999421296296298
01.04.2024	3.7778935185185185
02.04.2024	4.140150462962963
03.04.2024	4.316875
04.04.2024	3.710729166666667
05.04.2024	4.035150462962963
06.04.2024	5.018414351851852
07.04.2024	6.089467592592593
08.04.2024	5.273344907407408
09.04.2024	5.25244212962963
10.04.2024	6.146458333333333
11.04.2024	5.512048611111111
12.04.2024	5.190844907407407
13.04.2024	5.8700578703703705
14.04.2024	5.4783333333333335
15.04.2024	5.825902777777777
16.04.2024	5.262372685185185
17.04.2024	4.4630324074074075
18.04.2024	4.8390625
19.04.2024	4.550810185185185
20.04.2024	7.303252314814815
21.04.2024	7.426712962962963
22.04.2024	7.775127314814815
23.04.2024	10.729282407407407
24.04.2024	7.022141203703704
25.04.2024	6.054050925925926
26.04.2024	5.156469907407407
27.04.2024	5.242673611111111
28.04.2024	5.642604166666667
29.04.2024	4.665092592592592
30.04.2024	5.7648726851851855
01.05.2024	5.542604166666667
02.05.2024	6.479618055555555
03.05.2024	5.1243287037037035
04.05.2024	7.64193287037037
05.05.2024	7.245347222222223
06.05.2024	6.016400462962963
07.05.2024	4.312997685185185
08.05.2024	5.2182407407407405
09.05.2024	5.986030092592593
10.05.2024	8.261469907407408
11.05.2024	8.325300925925927
12.05.2024	6.448657407407407
13.05.2024	6.421064814814815
14.05.2024	4.884756944444445
15.05.2024	5.7061574074074075
16.05.2024	5.516886574074074
17.05.2024	6.637638888888889
18.05.2024	4.644259259259259
19.05.2024	7.455081018518518
20.05.2024	7.256886574074074
21.05.2024	6.308344907407408
22.05.2024	6.7509143518518515
23.05.2024	8.619918981481481
24.05.2024	8.523599537037038
25.05.2024	9.664814814814815
26.05.2024	9.868692129629629
27.05.2024	6.384375
28.05.2024	6.907291666666667
29.05.2024	8.396157407407408
30.05.2024	5.907604166666666
31.05.2024	8.118877314814815
01.06.2024	8.565162037037037
02.06.2024	8.439837962962963
03.06.2024	8.903055555555556
04.06.2024	7.268287037037037
05.06.2024	6.50519675925926
06.06.2024	7.100370370370371
07.06.2024	3.055347222222222
08.06.2024	5.90193287037037
09.06.2024	8.887962962962963
10.06.2024	7.616168981481482
11.06.2024	5.3673263888888885
12.06.2024	7.992592592592593
13.06.2024	8.463587962962963
14.06.2024	6.994780092592593
15.06.2024	5.242418981481482
16.06.2024	5.344305555555556
17.06.2024	5.106655092592592
18.06.2024	4.432314814814815
